DATE,DEXSFUS
2019-07-11,13.92
2019-07-12,13.985
2019-07-15,13.9125
2019-07-16,13.935
2019-07-17,13.95
2019-07-18,13.8775
2019-07-19,13.91
2019-07-22,13.865
2019-07-23,13.88
2019-07-24,13.8575
2019-07-25,14.0775
2019-07-26,14.2675
2019-07-29,14.1975
2019-07-30,14.2025
2019-07-31,14.1525
2019-08-01,14.5175
2019-08-02,14.6825
2019-08-05,14.8625
2019-08-06,14.9125
2019-08-07,15.0675
2019-08-08,15.025
2019-08-09,15.2525
2019-08-12,15.3
2019-08-13,15.1225
2019-08-14,15.4025
2019-08-15,15.24
2019-08-16,15.215
2019-08-19,15.415
2019-08-20,15.365
2019-08-21,15.2025
2019-08-22,15.205
2019-08-23,15.25
2019-08-26,15.2525
2019-08-27,15.3275
2019-08-28,15.3425
2019-08-29,15.2875
2019-08-30,15.1925
2019-09-02,15.1925
2019-09-03,15.1275
2019-09-04,14.8025
2019-09-05,14.8475
2019-09-06,14.7525
2019-09-09,14.76
2019-09-10,14.6625
2019-09-11,14.74
2019-09-12,14.5925
2019-09-13,14.53
2019-09-16,14.6225
2019-09-17,14.75
2019-09-18,14.6275
2019-09-19,14.7175
2019-09-20,14.9275
2019-09-23,14.865
2019-09-24,14.915
2019-09-25,14.9975
2019-09-26,14.9925
2019-09-27,15.1375
2019-09-30,15.1575
2019-10-01,15.3525
2019-10-02,15.2075
2019-10-03,15.1375
2019-10-04,15.05
2019-10-07,15.14
2019-10-08,15.2675
2019-10-09,15.18
2019-10-10,15.0175
2019-10-11,14.7725
2019-10-14,14.7725
2019-10-15,14.862
2019-10-16,14.911
2019-10-17,14.792
2019-10-18,14.777
2019-10-21,14.775
2019-10-22,14.607
2019-10-23,14.637
2019-10-24,14.653
2019-10-25,14.6
2019-10-28,14.552
2019-10-29,14.593
2019-10-30,14.976
2019-10-31,15.064
2019-11-01,15.035
2019-11-04,14.751
2019-11-05,14.779
2019-11-06,14.841
2019-11-07,14.742
2019-11-08,14.798
2019-11-11,14.798
2019-11-12,14.925
2019-11-13,14.911
2019-11-14,14.828
2019-11-15,14.695
2019-11-18,14.782
2019-11-19,14.755
2019-11-20,14.772
2019-11-21,14.699
2019-11-22,14.725
2019-11-25,14.774
2019-11-26,14.792
2019-11-27,14.736
2019-11-28,14.736
2019-11-29,14.636
2019-12-02,14.564
2019-12-03,14.653
2019-12-04,14.598
2019-12-05,14.671
2019-12-06,14.633
2019-12-09,14.67
2019-12-10,14.829
2019-12-11,14.718
2019-12-12,14.533
2019-12-13,14.515
2019-12-16,14.396
2019-12-17,14.406
2019-12-18,14.302
2019-12-19,14.215
2019-12-20,14.232
2019-12-23,14.187
2019-12-24,14.143
2019-12-25,14.143
2019-12-26,14.132
2019-12-27,14.025
2019-12-30,14.056
2019-12-31,13.973
2020-01-01,13.973
2020-01-02,14.122
2020-01-03,14.243
2020-01-06,14.206
2020-01-07,14.301
2020-01-08,14.156
2020-01-09,14.2
2020-01-10,14.255
2020-01-13,14.422
2020-01-14,14.397
2020-01-15,14.367
2020-01-16,14.377
2020-01-17,14.467
2020-01-20,14.467
2020-01-21,14.468
2020-01-22,14.338
2020-01-23,14.418
2020-01-24,14.425
2020-01-27,14.608
2020-01-28,14.566
2020-01-29,14.625
2020-01-30,14.7879
2020-01-31,14.936
2020-02-03,14.91
2020-02-04,14.747
2020-02-05,14.798
2020-02-06,14.901
2020-02-07,15.062
2020-02-10,15.019
2020-02-11,14.851
2020-02-12,14.818
2020-02-13,14.887
2020-02-14,14.9
2020-02-17,14.9
2020-02-18,14.975
2020-02-19,14.98
2020-02-20,15.118
2020-02-21,14.966
2020-02-24,15.128
2020-02-25,15.2
2020-02-26,15.176
2020-02-27,15.392
2020-02-28,15.636
2020-03-02,15.537
2020-03-03,15.293
2020-03-04,15.348
2020-03-05,15.578
2020-03-06,15.635
2020-03-09,15.933
2020-03-10,16.103
2020-03-11,16.1516
2020-03-12,16.531
2020-03-13,16.324
2020-03-16,16.533
2020-03-17,16.585
2020-03-18,17.096
2020-03-19,17.3721
2020-03-20,17.5
2020-03-23,17.755
2020-03-24,17.655
2020-03-25,17.4
2020-03-26,17.2768
2020-03-27,17.555
2020-03-30,17.945
2020-03-31,17.7682
2020-04-01,18.145
2020-04-02,18.5312
2020-04-03,18.985
2020-04-06,18.674
2020-04-07,18.222
2020-04-08,18.2108
2020-04-09,17.903
2020-04-10,18.0158
2020-04-13,18.14
2020-04-14,18.357
2020-04-15,18.732
2020-04-16,18.668
2020-04-17,18.85
2020-04-20,18.806
2020-04-21,18.965
2020-04-22,19.007
2020-04-23,19.04
2020-04-24,18.972
2020-04-27,18.851
2020-04-28,18.658
2020-04-29,18.251
2020-04-30,18.448
2020-05-01,18.85
2020-05-04,18.704
2020-05-05,18.388
2020-05-06,18.77
2020-05-07,18.521
2020-05-08,18.36
2020-05-11,18.389
2020-05-12,18.278
2020-05-13,18.521
2020-05-14,18.564
2020-05-15,18.54
2020-05-18,18.383
2020-05-19,18.265
2020-05-20,17.9599
2020-05-21,17.653
2020-05-22,17.701
2020-05-25,17.701
2020-05-26,17.404
2020-05-27,17.418
2020-05-28,17.413
2020-05-29,17.596
2020-06-01,17.4
2020-06-02,17.195
2020-06-03,16.89
2020-06-04,16.931
2020-06-05,16.836
2020-06-08,16.79
2020-06-09,16.681
2020-06-10,16.556
2020-06-11,17.0834
2020-06-12,17.011
2020-06-15,17.265
2020-06-16,17.1525
2020-06-17,17.22
2020-06-18,17.485
2020-06-19,17.3375
2020-06-22,17.335
2020-06-23,17.2275
2020-06-24,17.405
2020-06-25,17.2375
2020-06-26,17.2625
2020-06-29,17.3
2020-06-30,17.3525
2020-07-01,17.08
2020-07-02,16.9675
2020-07-03,16.9675
2020-07-06,16.975
2020-07-07,17.0775
2020-07-08,16.975
2020-07-09,16.9125
2020-07-10,16.7475
2020-07-13,16.69
2020-07-14,16.75
2020-07-15,16.585
2020-07-16,16.64
2020-07-17,16.6575
2020-07-20,16.67
2020-07-21,16.46
2020-07-22,16.455
2020-07-23,16.5475
2020-07-24,16.6925
2020-07-27,16.4175
2020-07-28,16.5425
2020-07-29,16.5
2020-07-30,16.9125
2020-07-31,17.005
2020-08-03,17.1925
2020-08-04,17.3775
2020-08-05,17.3175
2020-08-06,17.4575
2020-08-07,17.6325
2020-08-10,17.685
2020-08-11,17.535
2020-08-12,17.3975
2020-08-13,17.4175
2020-08-14,17.3475
2020-08-17,17.46
2020-08-18,17.3525
2020-08-19,17.18
2020-08-20,17.275
2020-08-21,17.1275
2020-08-24,16.93
2020-08-25,16.8625
2020-08-26,16.9675
2020-08-27,17.0025
2020-08-28,16.59
2020-08-31,16.915
2020-09-01,16.63
2020-09-02,16.8325
2020-09-03,16.7775
2020-09-04,16.6025
2020-09-07,16.6025
2020-09-08,16.9525
2020-09-09,16.64
2020-09-10,16.87
2020-09-11,16.74
2020-09-14,16.6775
2020-09-15,16.42
2020-09-16,16.305
2020-09-17,16.245
2020-09-18,16.2225
2020-09-21,16.8625
2020-09-22,16.7525
2020-09-23,17.0
2020-09-24,16.96
2020-09-25,17.1875
2020-09-28,17.095
2020-09-29,16.9475
2020-09-30,16.6925
2020-10-01,16.65
2020-10-02,16.4725
2020-10-05,16.5825
2020-10-06,16.575
2020-10-07,16.7075
2020-10-08,16.5875
2020-10-09,16.4075
2020-10-12,16.4075
2020-10-13,16.49
2020-10-14,16.5125
2020-10-15,16.6775
2020-10-16,16.5375
2020-10-19,16.465
2020-10-20,16.4525
2020-10-21,16.2875
2020-10-22,16.22
2020-10-23,16.2
2020-10-26,16.1725
2020-10-27,16.1
2020-10-28,16.33
2020-10-29,16.4175
2020-10-30,16.25
2020-11-02,16.225
2020-11-03,16.025
2020-11-04,15.855
2020-11-05,15.8
2020-11-06,15.6525
2020-11-09,15.3975
2020-11-10,15.625
2020-11-11,15.625
2020-11-12,15.5725
2020-11-13,15.555
2020-11-16,15.3175
2020-11-17,15.415
2020-11-18,15.425
2020-11-19,15.455
2020-11-20,15.2925
2020-11-23,15.42
2020-11-24,15.2175
2020-11-25,15.2175
2020-11-26,15.2175
2020-11-27,15.2175
2020-11-30,15.4325
2020-12-01,15.27
2020-12-02,15.325
2020-12-03,15.1675
2020-12-04,15.17
2020-12-07,15.125
2020-12-08,15.0275
2020-12-09,14.95
2020-12-10,15.04
2020-12-11,15.1275
2020-12-14,15.045
2020-12-15,14.885
2020-12-16,14.8375
2020-12-17,14.665
2020-12-18,14.53
2020-12-21,14.5675
2020-12-22,14.6525
2020-12-23,14.5775
2020-12-24,14.5775
2020-12-25,14.5775
2020-12-28,14.62
2020-12-29,14.68
2020-12-30,14.605
2020-12-31,14.65
2021-01-01,14.65
2021-01-04,14.74
2021-01-05,15.0
2021-01-06,15.11
2021-01-07,15.4075
2021-01-08,15.24
2021-01-11,15.4863
2021-01-12,15.3425
2021-01-13,15.245
2021-01-14,15.1
2021-01-15,15.165
2021-01-18,15.165
2021-01-19,14.945
2021-01-20,14.945
2021-01-21,14.8925
2021-01-22,15.0625
2021-01-25,15.215
2021-01-26,15.105
2021-01-27,15.205
2021-01-28,15.0825
2021-01-29,15.1375
2021-02-01,15.03
2021-02-02,14.97
2021-02-03,14.93
2021-02-04,15.05
2021-02-05,14.8825
2021-02-08,14.8675
2021-02-09,14.76
2021-02-10,14.72
2021-02-11,14.63
2021-02-12,14.52
2021-02-15,14.52
2021-02-16,14.6575
2021-02-17,14.68
2021-02-18,14.63
2021-02-19,14.625
2021-02-22,14.7
2021-02-23,14.5725
2021-02-24,14.5425
2021-02-25,14.8775
2021-02-26,15.1575
2021-03-01,14.9475
2021-03-02,14.95
2021-03-03,15.0
2021-03-04,15.0925
2021-03-05,15.4
2021-03-08,15.535
2021-03-09,15.3675
2021-03-10,15.105
2021-03-11,14.8425
2021-03-12,14.915
2021-03-15,14.94
2021-03-16,14.86
2021-03-17,14.885
2021-03-18,14.7625
2021-03-19,14.725
2021-03-22,14.7
2021-03-23,14.7225
2021-03-24,14.8675
2021-03-25,15.045
2021-03-26,14.995
2021-03-29,14.8825
2021-03-30,14.91
2021-03-31,14.7475
2021-04-01,14.645
2021-04-02,14.6457
2021-04-05,14.5325
2021-04-06,14.525
2021-04-07,14.5275
2021-04-08,14.51
2021-04-09,14.585
2021-04-12,14.575
2021-04-13,14.5225
2021-04-14,14.39
2021-04-15,14.165
2021-04-16,14.31
2021-04-19,14.2375
2021-04-20,14.2725
2021-04-21,14.235
2021-04-22,14.2925
2021-04-23,14.275
2021-04-26,14.25
2021-04-27,14.355
2021-04-28,14.265
2021-04-29,14.31
2021-04-30,14.49
2021-05-03,14.3875
2021-05-04,14.485
2021-05-05,14.3625
2021-05-06,14.2225
2021-05-07,14.055
2021-05-10,13.9975
2021-05-11,13.9775
2021-05-12,14.07
2021-05-13,14.1075
2021-05-14,14.1125
2021-05-17,14.105
2021-05-18,14.01
2021-05-19,14.015
2021-05-20,13.97
2021-05-21,13.9425
2021-05-24,13.92
2021-05-25,13.8525
2021-05-26,13.76
2021-05-27,13.785
2021-05-28,13.7475
2021-05-31,13.7475
2021-06-01,13.755
2021-06-02,13.56
2021-06-03,13.6425
2021-06-04,13.45
2021-06-07,13.5
2021-06-08,13.5725
2021-06-09,13.67
2021-06-10,13.6
2021-06-11,13.7275
2021-06-14,13.7475
2021-06-15,13.835
2021-06-16,13.695
2021-06-17,14.1125
2021-06-18,14.295
2021-06-21,14.2425
2021-06-22,14.3325
2021-06-23,14.1775
2021-06-24,14.255
2021-06-25,14.0975
2021-06-28,14.205
2021-06-29,14.325
2021-06-30,14.29
2021-07-01,14.4375
2021-07-02,14.2625
2021-07-05,14.2625
2021-07-06,14.3675
2021-07-07,14.3425
2021-07-08,14.2875
2021-07-09,14.2575
2021-07-12,14.4
2021-07-13,14.605
2021-07-14,14.5525
2021-07-15,14.5475
2021-07-16,14.4
2021-07-19,14.5125
2021-07-20,14.6275
2021-07-21,14.575
2021-07-22,14.7275
2021-07-23,14.8175
2021-07-26,14.785
2021-07-27,14.805
2021-07-28,14.815
2021-07-29,14.55
2021-07-30,14.585
2021-08-02,14.4025
2021-08-03,14.305
2021-08-04,14.3875
2021-08-05,14.36
2021-08-06,14.625
2021-08-09,14.735
2021-08-10,14.7975
2021-08-11,14.6575
2021-08-12,14.775
2021-08-13,14.72
2021-08-16,14.7825
2021-08-17,14.87
2021-08-18,14.9325
2021-08-19,15.135
2021-08-20,15.3325
2021-08-23,15.1875
2021-08-24,15.0325
2021-08-25,14.965
2021-08-26,14.9
2021-08-27,14.7225
2021-08-30,14.6375
2021-08-31,14.5075
2021-09-01,14.385
2021-09-02,14.4625
2021-09-03,14.275
2021-09-06,14.275
2021-09-07,14.31
2021-09-08,14.245
2021-09-09,14.13
2021-09-10,14.175
2021-09-13,14.1325
2021-09-14,14.27
2021-09-15,14.465
2021-09-16,14.5825
2021-09-17,14.7375
2021-09-20,14.795
2021-09-21,14.8225
2021-09-22,14.715
2021-09-23,14.745
2021-09-24,14.9425
2021-09-27,14.9275
2021-09-28,15.095
2021-09-29,15.16
2021-09-30,15.045
2021-10-01,14.865
2021-10-04,15.0025
2021-10-05,14.975
2021-10-06,15.055
2021-10-07,14.87
2021-10-08,14.935
2021-10-11,14.935
2021-10-12,14.9475
2021-10-13,14.805
2021-10-14,14.7825
2021-10-15,14.64
2021-10-18,14.665
2021-10-19,14.52
2021-10-20,14.4325
2021-10-21,14.58
2021-10-22,14.805
2021-10-25,14.7075
2021-10-26,14.855
2021-10-27,15.0375
2021-10-28,15.1075
2021-10-29,15.2575
2021-11-01,15.3875
2021-11-02,15.4175
2021-11-03,15.4375
2021-11-04,15.2
2021-11-05,15.0975
2021-11-08,14.905
2021-11-09,15.06
2021-11-10,15.325
2021-11-11,15.325
2021-11-12,15.295
2021-11-15,15.24
2021-11-16,15.525
2021-11-17,15.4975
2021-11-18,15.6225
2021-11-19,15.7075
2021-11-22,15.7775
2021-11-23,15.83
2021-11-24,15.8875
2021-11-25,15.8875
2021-11-26,16.225
2021-11-29,16.1925
2021-11-30,15.995
2021-12-01,15.905
2021-12-02,15.905
2021-12-03,16.1225
2021-12-06,15.905
2021-12-07,15.895
2021-12-08,15.705
2021-12-09,15.955
2021-12-10,15.98
2021-12-13,16.0
2021-12-14,16.13
2021-12-15,16.1864
2021-12-16,15.9625
2021-12-17,15.8475
2021-12-20,15.77
2021-12-21,15.87
2021-12-22,15.815
2021-12-23,15.6275
2021-12-24,15.6275
2021-12-27,15.5225
2021-12-28,15.73
2021-12-29,15.96
2021-12-30,15.93
2021-12-31,15.93
2022-01-03,15.8325
2022-01-04,16.0
2022-01-05,15.765
2022-01-06,15.7075
2022-01-07,15.57
2022-01-10,15.7
2022-01-11,15.5125
2022-01-12,15.3325
2022-01-13,15.3775
2022-01-14,15.38
2022-01-17,15.38
2022-01-18,15.4675
2022-01-19,15.29
2022-01-20,15.105
2022-01-21,15.07
2022-01-24,15.35
2022-01-25,15.2775
2022-01-26,15.1925
2022-01-27,15.46
2022-01-28,15.6275
2022-01-31,15.3975
2022-02-01,15.28
2022-02-02,15.385
2022-02-03,15.28
2022-02-04,15.47
2022-02-07,15.5125
2022-02-08,15.35
2022-02-09,15.2325
2022-02-10,15.0275
2022-02-11,15.0825
2022-02-14,15.1075
2022-02-15,15.075
2022-02-16,15.06
2022-02-17,14.97
2022-02-18,15.1175
2022-02-21,15.1175
2022-02-22,15.045
2022-02-23,15.0975
2022-02-24,15.43
2022-02-25,15.2025
2022-02-28,15.3975
2022-03-01,15.415
2022-03-02,15.29
2022-03-03,15.215
2022-03-04,15.4
2022-03-07,15.3525
2022-03-08,15.3025
2022-03-09,14.9975
2022-03-10,15.04
2022-03-11,15.06
2022-03-14,15.06
2022-03-15,15.1025
2022-03-16,15.01
2022-03-17,14.875
2022-03-18,14.995
2022-03-21,14.8975
2022-03-22,14.845
2022-03-23,14.7525
2022-03-24,14.5375
2022-03-25,14.58
2022-03-28,14.7
2022-03-29,14.555
2022-03-30,14.4775
2022-03-31,14.615
2022-04-01,14.6575
2022-04-04,14.575
2022-04-05,14.6475
2022-04-06,14.6425
2022-04-07,14.7975
2022-04-08,14.6475
2022-04-11,14.6025
2022-04-12,14.49
2022-04-13,14.535
2022-04-14,14.6525
2022-04-15,14.615
2022-04-18,14.6975
2022-04-19,14.935
2022-04-20,15.0575
2022-04-21,15.39
2022-04-22,15.575
2022-04-25,15.755
2022-04-26,15.83
2022-04-27,15.95
2022-04-28,16.0625
2022-04-29,15.7675
2022-05-02,16.025
2022-05-03,15.8075
2022-05-04,15.7875
2022-05-05,16.04
2022-05-06,15.9925
2022-05-09,16.1625
2022-05-10,16.17
2022-05-11,16.0475
2022-05-12,16.1325
2022-05-13,16.1575
2022-05-16,16.19
2022-05-17,15.9275
2022-05-18,15.985
2022-05-19,15.835
2022-05-20,15.8475
2022-05-23,15.7325
2022-05-24,15.66
2022-05-25,15.7275
2022-05-26,15.7575
2022-05-27,15.5875
2022-05-30,15.5875
2022-05-31,15.5925
2022-06-01,15.62
2022-06-02,15.4775
2022-06-03,15.56
2022-06-06,15.41
2022-06-07,15.3525
2022-06-08,15.2625
2022-06-09,15.41
2022-06-10,15.8334
2022-06-13,16.065
2022-06-14,16.05
2022-06-15,16.0225
2022-06-16,16.0225
2022-06-17,16.0325
2022-06-20,16.0325
2022-06-21,15.8625
2022-06-22,15.8925
2022-06-23,15.9722
2022-06-24,15.8291
2022-06-27,15.8375
2022-06-28,16.015
2022-06-29,16.265
2022-06-30,16.31
2022-07-01,16.4075
2022-07-04,16.4075
2022-07-05,16.5575
2022-07-06,16.82
2022-07-07,16.7475
2022-07-08,16.855
2022-07-11,17.0175
2022-07-12,16.9625
2022-07-13,16.9125
2022-07-14,17.145
2022-07-15,17.0825
2022-07-18,17.0725
2022-07-19,17.0533
2022-07-20,17.1025
2022-07-21,17.0675
2022-07-22,16.83
2022-07-25,16.7925
2022-07-26,16.9525
2022-07-27,16.82
2022-07-28,16.555
2022-07-29,16.6175
2022-08-01,16.4525
2022-08-02,16.6575
2022-08-03,16.7825
2022-08-04,16.675
2022-08-05,16.7925
2022-08-08,16.6361
2022-08-09,16.5875
2022-08-10,16.1725
2022-08-11,16.2146
2022-08-12,16.2325
2022-08-15,16.395
2022-08-16,16.4025
2022-08-17,16.67
2022-08-18,16.84
2022-08-19,17.0175
2022-08-22,17.0075
2022-08-23,16.9525
2022-08-24,16.9225
2022-08-25,16.7825
2022-08-26,16.805
2022-08-29,16.825
2022-08-30,16.9475
2022-08-31,17.035
2022-09-01,17.2825
2022-09-02,17.2125
2022-09-05,17.2125
2022-09-06,17.2575
2022-09-07,17.33
2022-09-08,17.4825
2022-09-09,17.2625
2022-09-12,17.12
2022-09-13,17.3875
2022-09-14,17.4525
2022-09-15,17.555
2022-09-16,17.6525
2022-09-19,17.7175
2022-09-20,17.6975
2022-09-21,17.6933
2022-09-22,17.581
2022-09-23,17.9175
2022-09-26,18.0827
2022-09-27,17.9675
2022-09-28,17.8625
2022-09-29,17.975
2022-09-30,18.075
2022-10-03,17.875
2022-10-04,17.62
2022-10-05,17.8225
2022-10-06,17.9325
2022-10-07,18.08
2022-10-10,18.08
2022-10-11,18.025
2022-10-12,18.28
2022-10-13,18.2575
2022-10-14,18.295
2022-10-17,18.0
2022-10-18,18.1575
2022-10-19,18.28
2022-10-20,18.2075
2022-10-21,18.12
2022-10-24,18.3975
2022-10-25,18.2025
2022-10-26,17.949
2022-10-27,17.9075
2022-10-28,18.1761
2022-10-31,18.3775
2022-11-01,18.2425
2022-11-02,18.19
2022-11-03,18.405
2022-11-04,17.985
2022-11-07,17.745
2022-11-08,17.6525
2022-11-09,17.715
2022-11-10,17.4325
2022-11-11,17.4325
2022-11-14,17.3425
2022-11-15,17.2548
2022-11-16,17.2425
2022-11-17,17.3975
2022-11-18,17.23
2022-11-21,17.33
2022-11-22,17.2675
2022-11-23,17.0225
2022-11-24,17.0225
2022-11-25,17.105
2022-11-28,17.1075
2022-11-29,16.985
2022-11-30,16.955
2022-12-01,17.6389
2022-12-02,17.4425
2022-12-05,17.4672
2022-12-06,17.34
2022-12-07,17.1575
2022-12-08,17.1444
2022-12-09,17.34
2022-12-12,17.5725
2022-12-13,17.255
2022-12-14,17.1625
2022-12-15,17.4775
2022-12-16,17.6775
2022-12-19,17.2925
2022-12-20,17.32
2022-12-21,17.175
2022-12-22,17.1425
2022-12-23,16.9725
2022-12-26,16.9725
2022-12-27,17.303
2022-12-28,17.115
2022-12-29,16.89
2022-12-30,16.995
